-0.714, 3.097
0.378, 1.913
0.544, 1.191
0.601, 0.782
-0.369, 3.511
1.005, 0.786
-2.056, 2.830
1.185, 1.961
-0.084, 3.586
-0.208, 3.199
-0.122, 4.150
1.382, 1.808
0.053, 2.410
0.435, 1.975
-0.362, 2.482
0.864, 2.388
-1.303, 3.460
0.472, 2.680
0.497, 1.713
0.521, 2.125
0.742, -0.036
0.883, 1.693
0.009, 1.939
-1.014, 2.261
-1.691, 1.935
-1.924, 2.964
1.152, 1.075
-0.497, 0.775
-0.188, 2.059
-0.171, 2.561
1.001, 1.922
-0.334, 4.383
-0.224, 3.659
1.270, 2.415
